City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,68,40,10.36,scattered clouds
462,Manhattan,US,40.7834,-73.9662,80.6,70,0,5.99,clear sky
463,San Quintin,MX,30.4833,-115.95,59.22,77,60,3.62,broken clouds
464,Juba,SS,4.8517,31.5825,73.29,79,76,0.34,broken clouds
465,Mglin,RU,53.0591,32.8475,45.99,98,100,9.6,moderate rain
466,Hualmay,PE,-11.0964,-77.6139,63.41,88,74,7.34,broken clouds
467,Ahipara,NZ,-35.1667,173.1667,61.3,72,100,12.33,overcast clouds
468,Chililabombwe,ZM,-12.3648,27.8229,57.18,80,43,3.29,scattered clouds
469,Galyugayevskaya,RU,43.6969,44.9344,66.61,51,3,4.68,clear sky
470,Nizwa,OM,22.9333,57.5333,96.58,15,0,5.14,clear sky
471,Wanning,CN,18.8003,110.3967,85.06,73,99,9.4,overcast clouds
472,Florianopolis,BR,-27.6146,-48.5012,54.63,94,0,6.91,clear sky
473,Ous,RU,60.9058,61.5186,34.18,99,100,9.37,snow
474,Nova Venecia,BR,-18.7106,-40.4006,60.24,95,0,3.98,clear sky
475,Pochutla,MX,15.7432,-96.4661,76.82,77,98,4.38,overcast clouds
476,Shakiso,ET,5.75,38.9167,64.22,92,100,1.63,light rain
477,Zlobin,HR,45.2924,14.6541,65.5,70,0,6.91,clear sky
478,Kita,ML,13.0349,-9.4895,82.09,48,99,6.71,overcast clouds
479,Olafsvik,IS,64.8945,-23.7142,40.24,84,53,18.39,broken clouds
480,Kasungu,MW,-13.0333,33.4833,64.36,79,32,4.7,scattered clouds
481,Bataipora,BR,-22.2953,-53.2711,51.53,68,92,3.87,overcast clouds
482,Tashtyp,RU,52.7939,89.8983,73.85,34,100,6.73,overcast clouds
483,Cuenca,EC,-2.8833,-78.9833,51.93,87,65,3.44,broken clouds
484,Verkhoyansk,RU,67.5447,133.385,52.0,47,100,1.28,light rain
485,Marystown,CA,47.1666,-55.1483,49.86,100,63,5.41,broken clouds
486,Barahona,DO,18.2085,-71.1008,76.82,84,98,3.13,overcast clouds
487,Ponta Delgada,PT,37.7333,-25.6667,68.5,94,75,3.44,light intensity drizzle
488,Roma,US,43.2128,-75.4557,69.96,82,20,4.61,few clouds
489,Grand-Santi,GF,4.25,-54.3833,71.78,100,100,1.88,overcast clouds
490,Dapaong,TG,10.8639,0.205,77.85,69,97,8.57,overcast clouds
491,Leh,IN,34.1667,77.5833,49.86,37,26,3.87,scattered clouds
492,Dunnville,CA,42.9001,-79.6163,63.1,98,100,3.13,overcast clouds
493,Saint-Georges,GD,12.0564,-61.7485,80.29,70,42,16.51,scattered clouds
494,Chapleau,CA,47.8405,-83.4034,38.75,80,88,2.37,overcast clouds
495,Bulawayo,ZW,-20.15,28.5833,46.18,41,1,2.59,clear sky
496,Esperance,AU,-33.8667,121.9,75.04,50,22,17.87,few clouds
497,Cap Malheureux,MU,-19.9842,57.6142,74.46,75,2,8.01,light rain
498,Jerantut,MY,3.936,102.3626,93.51,48,95,0.85,overcast clouds
499,Bayanday,RU,53.0661,105.5139,67.05,39,77,14.23,broken clouds
500,Puerto Rico,AR,-26.796,-55.024,49.41,92,61,2.24,broken clouds
501,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,81,0,2.3,clear sky
502,Samarai,PG,-10.6167,150.6667,82.96,75,81,8.99,broken clouds
503,Clarence Town,AU,-32.5833,151.7833,58.86,89,100,5.35,light rain
504,Oranjemund,NA,-28.55,16.4333,51.17,80,7,5.26,clear sky
505,Polunochnoye,RU,60.8697,60.4153,32.79,98,100,11.23,snow
506,Inuvik,CA,68.3499,-133.7218,34.56,69,100,6.91,light snow
507,Ketchikan,US,55.3422,-131.6461,55.87,54,0,4.61,clear sky
508,Barabinsk,RU,55.3571,78.357,75.7,35,98,17.2,overcast clouds
509,Torrijos,ES,39.9819,-4.2835,64.06,70,82,7.67,broken clouds
510,Jardim De Piranhas,BR,-6.3786,-37.3519,72.61,88,68,6.17,broken clouds
511,Wanaka,NZ,-44.7,169.15,44.8,77,36,5.06,scattered clouds
512,Penzance,GB,50.1186,-5.5371,50.68,85,41,7.09,scattered clouds
513,Los Alamos,US,35.8881,-106.307,51.78,48,0,17.27,clear sky
514,Oriximina,BR,-1.7656,-55.8661,73.15,95,96,1.23,overcast clouds
515,Barcelos,PT,41.5388,-8.6151,62.85,96,97,2.17,overcast clouds
516,Erzin,TR,36.9559,36.2,77.79,28,2,4.38,clear sky
517,Svetlogorsk,BY,52.6333,29.7333,49.03,95,100,14.18,overcast clouds
518,Huarmey,PE,-10.0681,-78.1522,64.49,87,36,7.45,scattered clouds
519,Noyabrsk,RU,63.1994,75.4507,52.41,57,97,17.83,overcast clouds
520,Whitehorse,CA,60.7161,-135.0538,57.97,29,20,6.91,few clouds
521,Sawakin,SD,19.1059,37.3321,88.27,59,2,8.81,clear sky
522,Tura,IN,25.5198,90.2201,85.57,62,13,4.65,few clouds
523,Vuktyl,RU,63.8567,57.3094,39.24,67,100,13.06,overcast clouds
524,San Rafael,AR,-34.6177,-68.3301,53.04,30,100,8.93,overcast clouds
525,Rockport,US,28.0206,-97.0544,82.45,93,100,12.66,overcast clouds
526,Sao Felix Do Xingu,BR,-6.6447,-51.995,68.49,89,14,1.79,few clouds
527,Smoky Lake,CA,54.1169,-112.4686,47.12,31,47,3.44,scattered clouds
528,Krasnoselkup,RU,65.7,82.4667,52.63,51,40,3.4,scattered clouds
529,Ipora,BR,-16.4419,-51.1178,52.25,55,5,4.74,clear sky
530,Rugby,GB,52.3709,-1.2642,52.43,76,89,6.38,overcast clouds
531,Victoria Point,AU,-27.5833,153.3,66.9,93,98,4.0,light rain
532,Lardos,GR,36.0942,28.0157,68.95,59,92,8.08,overcast clouds
533,Chapais,CA,49.7834,-74.8492,40.78,70,86,5.53,overcast clouds
534,Kangaatsiaq,GL,68.3065,-53.4641,33.24,83,100,16.35,overcast clouds
535,Wick,GB,58.4333,-3.0833,51.85,87,100,12.66,overcast clouds
536,Pemangkat,ID,1.1667,108.9667,86.65,67,50,8.16,scattered clouds
537,Pinega,RU,64.7001,43.3936,34.86,57,100,11.59,overcast clouds
538,Beruwala,LK,6.4788,79.9828,83.52,77,39,13.04,scattered clouds
539,Gryfice,PL,53.9165,15.2003,53.83,83,27,6.76,scattered clouds
540,Sao Raimundo Nonato,BR,-9.0153,-42.6994,68.27,84,19,3.18,few clouds
541,Caravelas,BR,-17.7125,-39.2481,70.29,73,0,6.69,clear sky
542,Dakar,SN,14.6937,-17.4441,70.68,82,98,13.76,overcast clouds
543,Mahad,IN,18.0833,73.4167,94.12,42,87,10.02,overcast clouds
544,Yerbogachen,RU,61.2767,108.0108,58.78,64,84,8.46,light rain
545,Sumenep,ID,-7.0167,113.8667,86.27,67,73,14.43,broken clouds
546,Saint-Joseph,RE,-21.3667,55.6167,75.58,68,9,9.35,clear sky
547,Kenai,US,60.5544,-151.2583,61.03,24,100,11.5,overcast clouds
548,Clinton,US,42.587,-82.9199,66.22,84,100,0.0,overcast clouds
549,Pingliang,CN,35.5392,106.6861,75.79,39,1,10.78,clear sky
550,Adrar,MR,20.5022,-10.0711,85.78,11,1,7.65,clear sky
551,Moose Factory,CA,51.2585,-80.6094,39.2,75,100,3.44,overcast clouds
552,Pleasant Point,NZ,-44.2667,171.1333,50.29,87,20,4.05,few clouds
553,Todos Santos,MX,23.45,-110.2167,62.65,85,0,8.21,clear sky
554,Loughton,GB,52.0304,-0.7864,52.09,92,93,5.5,overcast clouds
555,Englewood,US,39.6478,-104.9878,42.44,78,20,1.01,few clouds
556,Nianzishan,CN,47.5167,122.8833,78.58,23,11,13.02,few clouds
557,Constantine,DZ,36.365,6.6147,58.41,47,0,0.0,clear sky
558,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,76,75,8.95,broken clouds
559,Vardo,NO,70.3705,31.1107,39.18,87,100,18.41,overcast clouds
560,Nyuksenitsa,RU,60.4128,44.2397,33.8,67,100,9.64,light snow
561,Kapit,MY,2.0167,112.9333,93.97,46,78,0.92,broken clouds
562,Soe,ID,-9.8607,124.284,80.55,47,21,10.09,few clouds
563,Sebezh,RU,56.2955,28.4654,45.0,80,48,9.35,scattered clouds
564,Linhares,BR,-19.3911,-40.0722,60.44,94,0,4.05,clear sky
565,Tautira,PF,-17.7333,-149.15,79.75,72,23,10.76,few clouds
566,Maturin,VE,9.75,-63.1767,72.39,90,26,4.83,scattered clouds
567,Nabire,ID,-3.3667,135.4833,83.61,74,89,4.21,overcast clouds
568,Komsomolskiy,UZ,40.4272,71.7189,59.72,67,75,27.63,light rain
569,Ouadda,CF,8.0777,22.4007,69.93,89,99,0.58,overcast clouds
570,Lindsay,US,36.203,-119.0882,71.28,40,0,4.18,clear sky
571,Oxford,GB,51.7522,-1.256,50.23,93,20,3.44,few clouds
572,Esfarayen,IR,37.0765,57.5101,53.26,44,3,3.42,clear sky
573,Tiarei,PF,-17.5333,-149.3333,80.62,72,20,10.94,few clouds
574,Labytnangi,RU,66.6572,66.4183,35.51,59,100,21.32,overcast clouds
575,Balkanabat,TM,39.5108,54.3671,65.88,40,0,9.19,clear sky
576,Sistranda,NO,63.7256,8.834,49.96,84,100,5.37,light rain
577,Takoradi,GH,4.8845,-1.7554,74.37,92,100,3.62,moderate rain
578,Nalut,LY,30.3333,10.85,63.41,13,0,9.35,clear sky
579,Fayetteville,US,35.0527,-78.8784,75.49,87,0,5.75,clear sky
580,Fort-Shevchenko,KZ,44.5086,50.263,63.32,67,58,21.83,broken clouds
581,Zirandaro,MX,18.45,-100.9833,82.29,61,6,4.18,clear sky
582,Soanierana Ivongo,MG,-16.9167,49.5833,71.53,89,100,4.29,light rain
583,Shymkent,KZ,42.3,69.6,54.19,88,75,4.47,broken clouds
584,Usinsk,RU,65.9939,57.5281,36.55,63,100,26.66,overcast clouds
585,Sao Mateus Do Sul,BR,-25.8742,-50.3828,41.0,95,2,0.2,clear sky
586,Garissa,KE,-0.4536,39.6401,78.64,73,75,17.98,broken clouds
587,Hami,CN,42.8,93.45,89.28,12,23,3.96,few clouds
588,Kharp,RU,66.8014,65.8081,35.53,59,100,14.61,overcast clouds
589,Vicar,ES,36.8316,-2.6427,71.8,77,86,2.46,overcast clouds
590,High Level,CA,58.5169,-117.136,59.11,31,75,9.22,light rain
591,Kaeo,NZ,-35.1,173.7833,60.51,73,100,8.23,overcast clouds
592,Egvekinot,RU,66.3167,-179.1667,48.52,50,63,2.86,broken clouds
593,Emerald,AU,-23.5333,148.1667,68.77,70,93,15.39,overcast clouds
594,Shimoda,JP,34.6667,138.95,71.96,75,56,4.65,broken clouds
595,Korba,IN,22.35,82.6833,104.18,18,13,7.96,few clouds
596,Bilma,NE,18.6853,12.9164,78.73,17,2,13.82,clear sky
597,Shahrud,IR,36.4182,54.9763,56.59,30,0,3.65,clear sky
598,Vangaindrano,MG,-23.35,47.6,67.05,84,5,3.8,clear sky
599,Palestina,PS,31.9216,35.2033,62.94,59,94,15.77,overcast clouds
600,Chiang Klang,TH,19.2938,100.8617,74.3,98,100,1.34,overcast clouds
601,Paamiut,GL,61.994,-49.6678,39.92,80,100,41.2,light rain
602,Salisbury,GB,51.0693,-1.7957,49.96,91,20,2.3,few clouds
603,North Platte,US,41.1239,-100.7654,43.38,60,0,1.01,clear sky
604,Motril,ES,36.7507,-3.5179,79.27,42,88,4.09,overcast clouds
605,Acapulco,MX,16.8634,-99.8901,80.42,74,40,2.3,scattered clouds
606,Christchurch,NZ,-43.5333,172.6333,52.95,77,21,6.91,few clouds
607,Kalianget,ID,-7.05,113.9333,85.8,67,73,14.65,broken clouds
608,Isperih,BG,43.7167,26.8333,63.32,81,60,4.47,broken clouds
609,Buraydah,SA,26.326,43.975,86.45,12,1,9.13,clear sky
610,Pagudpud,PH,18.5616,120.7868,83.71,75,96,2.28,overcast clouds
611,Buriti Bravo,BR,-5.8372,-43.8336,68.09,94,30,2.86,scattered clouds
612,Fort Dix,US,40.0298,-74.6185,79.68,69,0,0.0,clear sky
613,Gediz,TR,39.0417,29.41,63.81,48,24,2.46,few clouds
614,Ust-Kut,RU,56.7938,105.7672,56.84,52,100,9.17,light rain
615,Yumen,CN,40.2833,97.2,82.42,11,0,24.25,clear sky
616,Maracacume,BR,-2.0428,-45.9592,70.3,98,61,0.98,light rain
617,Dubbo,AU,-32.25,148.6167,68.13,49,100,12.66,overcast clouds
618,Siavonga,ZM,-16.5382,28.7088,68.05,39,23,8.81,few clouds
619,Qui Nhon,VN,13.7667,109.2333,88.7,60,99,3.02,overcast clouds
620,Fomboni,KM,-12.28,43.7425,80.98,69,20,10.98,few clouds
621,Bonavista,CA,48.6499,-53.1147,46.27,74,89,13.69,overcast clouds
622,Saint Anthony,US,45.0205,-93.218,46.92,58,100,9.22,overcast clouds
623,Jacareacanga,BR,-6.2222,-57.7528,73.06,79,70,0.98,broken clouds
624,Gajendragarh,IN,15.7333,75.9833,82.02,58,68,18.37,broken clouds
625,Catamarca,AR,-28.4696,-65.7852,60.78,46,27,1.99,scattered clouds
626,Soroca,MD,48.1558,28.2975,59.4,68,33,17.31,scattered clouds
627,Laem Sing,TH,12.4816,102.0738,89.02,100,100,17.05,overcast clouds
628,Ilhabela,BR,-23.7781,-45.3581,64.0,87,26,4.12,scattered clouds
629,Harper,LR,4.375,-7.7169,75.54,88,100,3.47,moderate rain
630,Lipin Bor,RU,60.2622,37.9763,35.73,52,37,10.89,scattered clouds
631,Vila,PT,42.0304,-8.1588,52.68,94,42,4.03,scattered clouds
632,Galveston,US,29.3669,-94.9669,83.17,88,23,1.99,few clouds
633,San Luis,AR,-33.295,-66.3356,53.65,42,53,9.19,broken clouds
634,Tilichiki,RU,60.4667,166.1,39.27,75,80,3.96,broken clouds
635,Hammerfest,NO,70.6634,23.6821,46.85,66,100,2.3,overcast clouds
636,Alamosa,US,37.4695,-105.87,39.18,56,100,8.05,overcast clouds
637,Kieta,PG,-6.2167,155.6333,84.33,70,42,6.15,scattered clouds
638,Teknaf,BD,20.8624,92.3058,88.56,66,82,6.44,broken clouds
639,Namatanai,PG,-3.6667,152.4333,84.09,65,93,12.82,overcast clouds
640,Nishihara,JP,26.1842,127.7558,80.65,69,75,12.66,broken clouds
641,Killybegs,IE,54.6333,-8.45,53.42,92,100,13.22,overcast clouds
642,Las Cruces,US,32.3123,-106.7783,75.99,19,0,11.5,clear sky
643,Turukhansk,RU,65.8167,87.9833,60.39,55,33,3.76,scattered clouds
644,Sao Desiderio,BR,-12.3633,-44.9733,63.66,61,3,3.91,clear sky
645,Kamenka,RU,51.3223,42.7678,46.24,94,100,14.99,overcast clouds
646,Rawson,AR,-43.3002,-65.1023,57.74,46,71,21.52,broken clouds
647,Havelock,US,34.8791,-76.9013,78.78,94,100,5.01,overcast clouds
648,Malpe,IN,13.35,74.7167,81.7,74,92,6.8,overcast clouds
649,Calvinia,ZA,-31.4707,19.776,43.0,76,6,2.42,clear sky
650,Alta Floresta,BR,-9.8756,-56.0861,64.45,76,2,3.38,clear sky
651,Port-Gentil,GA,-0.7193,8.7815,77.76,82,100,11.39,overcast clouds
652,Haines Junction,CA,60.7522,-137.5108,53.55,30,36,9.22,scattered clouds
653,Freeport,US,40.6576,-73.5832,80.96,72,0,3.44,clear sky
654,Erdenet,MN,49.0333,104.0833,66.81,29,56,3.24,broken clouds
655,Ixtapa,MX,20.7,-105.2,76.23,83,100,5.75,overcast clouds
656,Balad,IQ,34.0164,44.1453,87.53,13,99,9.04,overcast clouds
657,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,76,75,25.32,broken clouds
658,Carutapera,BR,-1.195,-46.02,72.27,95,18,3.09,few clouds
659,Dobryanka,RU,58.4619,56.4165,35.83,96,100,8.97,overcast clouds
660,Pokhara,NP,28.2333,83.9833,82.18,44,58,4.72,broken clouds
661,Jishou,CN,28.3167,109.7167,65.21,94,100,1.61,light rain
662,Sungai Padi,TH,6.0851,101.8766,99.52,45,89,2.15,overcast clouds
663,Jijiga,ET,9.35,42.8,70.02,64,100,9.28,overcast clouds
664,Maebaru,JP,33.55,130.2,87.94,51,12,10.42,few clouds
665,Jining,CN,35.405,116.5814,93.92,17,100,11.54,overcast clouds
666,Izumo,JP,35.3667,132.7667,80.55,57,20,17.27,few clouds
667,Campos Belos,BR,-13.0367,-46.7717,61.84,58,0,2.46,clear sky
668,Mandalgovi,MN,45.7625,106.2708,69.93,19,92,19.04,overcast clouds
669,Grand Gaube,MU,-20.0064,57.6608,77.4,75,3,8.01,light rain
670,Mujiayingzi,CN,42.1167,118.7833,82.0,15,1,7.11,clear sky
671,Qasigiannguit,GL,68.8193,-51.1922,44.85,74,100,7.05,overcast clouds
672,Sokna,NO,60.24,9.9235,52.92,93,98,1.03,overcast clouds
673,Osakarovka,KZ,50.565,72.5692,49.41,66,95,16.62,moderate rain
674,Nioro,GM,13.35,-15.75,73.36,73,96,6.02,overcast clouds
675,Seminole,US,28.7086,-81.2081,72.41,94,0,1.01,clear sky
676,Dauriya,RU,49.9333,116.8667,71.1,30,67,20.24,broken clouds
677,Suez,EG,29.9737,32.5263,67.6,46,2,4.23,clear sky
678,Gat,IL,31.61,34.7642,71.4,100,58,10.29,broken clouds
679,Baykit,RU,61.67,96.37,53.33,78,100,4.99,overcast clouds
680,Bang Saphan,TH,11.2126,99.5117,78.19,93,100,12.33,moderate rain
681,Beira,MZ,-19.8436,34.8389,77.09,83,75,10.36,broken clouds
682,Francisco Sa,BR,-16.4758,-43.4883,55.62,71,2,5.93,clear sky
683,Talcahuano,CL,-36.7167,-73.1167,53.28,94,100,8.05,light rain
684,Tessalit,ML,20.1986,1.0114,84.65,17,70,8.93,broken clouds
685,Kottingbrunn,AT,47.953,16.2414,61.21,62,64,3.87,broken clouds
686,Pucallpa,PE,-8.3791,-74.5539,71.87,82,36,0.63,scattered clouds
687,Rosario,AR,-32.9468,-60.6393,54.99,91,0,1.01,clear sky
688,Panacan,PH,9.2463,118.4082,84.81,73,99,6.91,overcast clouds
689,Sao Francisco,BR,-15.9486,-44.8644,57.65,45,2,3.31,light rain
690,Mongo,TD,12.1844,18.693,84.25,43,48,4.61,scattered clouds
691,Juneau,US,58.3019,-134.4197,59.0,78,0,3.44,clear sky
692,Ratnagiri,IN,16.9833,73.3,88.07,63,74,8.99,broken clouds
